ïagno;rbd;dgv_rbd;nom_rbd;cod_depe;cod_depe2;rural_rbd;cod_reg_rbd;cod_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;estado_estab;mat_si_1;mat_hom_1;mat_muj_1;mat_ens_1;mat_si_2;mat_hom_2;mat_muj_2;mat_ens_2;mat_hom_3;mat_muj_3;mat_ens_3;mat_si_4;mat_hom_4;mat_muj_4;mat_ens_4;mat_hom_5;mat_muj_5;mat_ens_5;mat_hom_6;mat_muj_6;mat_ens_6;mat_hom_7;mat_muj_7;mat_ens_7;mat_si_8;mat_hom_8;mat_muj_8;mat_ens_8;mat_hom_tot;mat_muj_tot;mat_si_tot;mat_total;cur_sim_01;cur_sim_02;cur_sim_03;cur_sim_04;cur_sim_05;cur_sim_06;cur_sim_07;cur_sim_08;cur_sim_tot;cur_comb_01;cur_comb_02;cur_comb_tot
2016;6235;9;ESCUELA COICOMA;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6236;7;ESCUELA MUNE ALTO;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6237;5;ESCUELA NUEVO HORIZONTE;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;13;17;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;17;0;30;0;0;0;0;0;0;0;0;0;0;3;3
2016;6238;3;ESCUELA MOLCO;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6239;1;ESCUELA FILOCO;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6240;5;ESCUELA VALLE HONDO(CERRADA);2;1;0;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6242;1;ESCUELA PURAQUINA ALTO (CERRADO/7/97);2;1;0;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6244;8;ESCUELA SUSANA ORTIZ;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;4;9;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;0;13;0;1;0;0;0;0;0;0;1;0;2;2
2016;6245;6;ESCUELA EL ESFUERZO;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;6;9;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;0;15;0;6;0;0;0;0;0;0;6;0;0;0
2016;6246;4;ESCUELA LOICA;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6247;2;ESCUELA HUALLIZADA;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6248;0;ESCUELA CHADA;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2016;6249;9;ESCUELA SAN RAMON;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6251;0;ESCUELA RESERVA FORESTAL MAHUIDANCHI;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;16;9;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;9;0;25;0;0;0;0;0;0;0;0;0;0;4;4
2016;6252;9;LICEO POLITECNICO PITRUFQUEN;3;2;0;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;22;14;36;0;0;0;0;0;0;0;0;0;0;0;0;0;446;252;698;0;0;0;0;468;266;0;734;0;2;0;0;0;0;24;0;26;0;0;0
2016;6253;7;COMPLEJO EDUC.MONSENOR GUILLERMO HARTL;3;2;0;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;16;25;41;0;0;0;0;0;0;0;80;113;193;40;31;71;232;290;522;0;0;0;0;368;459;0;827;0;3;0;0;6;3;19;0;31;0;0;0
2016;6254;5;COLEGIO MADRES DOMINICAS;3;2;0;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;66;72;138;0;378;404;782;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;444;476;0;920;5;23;0;0;0;0;0;0;28;0;0;0
2016;6256;1;ESCUELA PARTICULAR MANHUE;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6258;8;ESCUELA PARTICULAR ALTO MIRADOR;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6259;6;ESCUELA PARTICULAR CARILAFQUEN;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2016;6261;8;ESCUELA PARTICULAR MAHUI DANCHI;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6262;6;ESCUELA PARTICULAR RESERVA RAIN;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;4;12;16;0;35;23;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;35;0;74;0;0;0;0;0;0;0;0;0;1;4;5
2016;6263;4;ESCUELA PARTICULAR MUNE BAJO;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;0;0;0;0;13;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;4;0;17;0;6;0;0;0;0;0;0;6;0;0;0
2016;6264;2;ESCUELA PARTICULAR QUILQUILCO;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6265;0;ESCUELA PARTICULAR  MANUEL BAQUEDANO;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6267;7;LICEO PARTICULAR SUBV.QUINQUE;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;12;13;25;0;77;57;134;0;0;0;0;0;0;0;41;30;71;0;0;0;0;0;0;0;0;0;0;130;100;0;230;0;8;0;0;4;0;0;0;12;1;0;1
2016;6268;5;ESCUELA PARTICULAR HUEFEL COMUY;3;2;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;1;0;10;5;15;0;34;37;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44;42;0;86;0;0;0;0;0;0;0;0;0;1;4;5
2016;6269;3;COMPLEJO EDUCACIONAL ANDRES A. GORBEA;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;37;58;25;16;41;51;45;96;0;0;0;0;97;98;0;195;0;0;0;0;4;2;8;0;14;0;0;0
2016;6270;7;LICEO JOSE VICTORINO LASTARRIA;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;16;11;27;0;67;59;126;0;0;0;0;0;0;0;34;23;57;0;0;0;17;5;22;0;0;0;0;134;98;0;232;2;8;0;0;2;0;4;0;16;0;0;0
2016;6271;5;ESCUELA BASICA CINCO;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;12;17;29;0;83;60;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95;77;0;172;2;8;0;0;0;0;0;0;10;0;0;0
2016;6272;3;ESCUELA BASICA LICARAYEN;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;15;18;33;0;67;72;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;82;90;0;172;2;8;0;0;0;0;0;0;10;0;0;0
2016;6273;1;ESC.PRESBITERO JOSE AGUSTIN GOMEZ Z.;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;38;30;68;0;178;196;374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;216;226;0;442;3;15;0;0;0;0;0;0;18;0;0;0
2016;6276;6;ESCUELA BASICA MUNICIPAL SAN JUSTO;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;6;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;10;0;0;0;0;0;0;0;0;0;0;1;1
2016;6277;4;ESCUELA BASICA LAS QUINIENTAS;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6278;2;ESCUELA MANTAHUE;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6279;0;ESCUELA MELIRREHUE;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;2;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;7;0;5;0;0;0;0;0;0;5;0;0;0
2016;6280;4;ESCUELA BASICA EL RINCO;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;6;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;9;0;5;0;0;0;0;0;0;5;0;0;0
2016;6281;2;ESCUELA EL LIUCO;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;9;2;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;11;0;6;0;0;0;0;0;0;6;0;0;0
2016;6282;0;ESCUELA EL LAUREL;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5;0;1;0;0;0;0;0;0;1;0;1;1
2016;6283;9;ESCUELA CUARTA FAJA;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;5;0;4;0;0;0;0;0;0;4;0;0;0
2016;6284;7;ESCUELA BASICA EL RAUCO;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6285;5;ESCUELA BASICA LOS PERALES;2;1;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;14;20;34;0;106;109;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120;129;0;249;2;8;0;0;0;0;0;0;10;0;0;0
2016;6286;3;ESCUELA LOS PLANCHADOS;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6289;8;ESCUELA FAJA RICCI;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;5;0;3;0;0;0;0;0;0;3;0;1;1
2016;6290;1;ESCUELA PIDENCO ALTO;2;1;1;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;0;0;0;0;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;8;0;0;0;0;0;0;0;0;0;0;1;1
2016;6293;6;ESCUELA PARTICULAR SANTA GEMITA;3;2;0;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6294;4;ESCUELA PARTICULAR NTRA.SRA.DEL CARMEN;3;2;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;13;13;26;0;59;44;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;57;0;129;0;8;0;0;0;0;0;0;8;1;0;1
2016;6296;0;ESCUELA PARTICULAR BOTACURA;3;2;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6298;7;ESCUELA PARTICULAR SAN JOSE;3;2;1;9;91;9107;GORBEA;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6299;5;ESCUELA MUNICIPAL ANCUE;2;1;1;9;91;9114;PITRUFQUEN;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6300;2;COLEGIO JUAN PABLO II;3;2;0;9;91;9107;GORBEA;93;CAUTIN SUR;1;0;18;24;42;0;113;132;245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;131;156;0;287;2;8;0;0;0;0;0;0;10;0;0;0
2016;6301;0;LICEO POLITECNICO ANDRES BELLO;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;175;117;292;0;0;0;0;175;117;0;292;0;0;0;0;0;0;13;0;13;0;0;0
2016;6302;9;LICEO BICENTENARIO PADRE ALBERTO HURTADO CRUCHAGA;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;43;76;119;0;0;0;0;0;0;0;190;206;396;45;35;80;0;0;0;0;0;0;0;278;317;0;595;0;4;0;0;13;2;0;0;19;0;0;0
2016;6303;7;ESCUELA EGON ERNTS KEUTMANN BESGEN;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;9;4;13;0;60;41;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69;45;0;114;2;8;0;0;0;0;0;0;10;0;0;0
2016;6304;5;ESCUELA ALBORADA;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;77;70;147;0;387;404;791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;464;474;0;938;7;24;0;0;0;0;0;0;31;0;0;0
2016;6305;3;ESCUELA DOMITILA PINNA PARRA;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;21;24;45;0;93;77;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;101;0;215;2;8;0;0;0;0;0;0;10;0;0;0
2016;6308;8;ESCUELA ESPECIAL RETARDO MENTAL WE NEPEN;2;1;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;0;0;0;0;0;0;0;23;19;42;0;0;0;0;0;0;0;0;0;0;0;0;0;23;19;0;42;0;0;0;5;0;0;0;0;5;0;0;0
2016;6309;6;ESCUELA EL PRADO;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6311;8;ESCUELA RURAL DONGUIL;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6312;6;ESCUELA MUNICIPAL RURAL HUELLEN;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6314;2;ESCUEL RAYEN MAPU;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6315;0;ESCUELA RUCAHUE;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;0;5;0;0;0;0;0;0;5;0;0;0
2016;6317;7;ESCUELA EL CASTILLO;2;1;1;9;91;9120;VILLARRICA;93;CAUTIN SUR;1;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;2;2
2016;6318;5;ESCUELA BELLAVISTA;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6319;3;ESCUELA ESMERALDA;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;23;24;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;24;0;47;0;0;0;0;0;0;0;0;0;0;4;4
2016;6320;7;ESCUELA LAS ROSAS;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6321;5;ESCUELA FLOR DEL BOSQUE;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6322;3;ESCUELA WINGKUL-NIGEN;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;0;4;0;0;0;0;0;0;4;0;0;0
2016;6323;1;ESCUELA WENUY KUDAU;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;3;0;3;0;0;0;0;0;0;3;0;0;0
2016;6325;8;ESCUELA PUKOYAM;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;4;0;0;0;0;0;0;4;0;0;0
2016;6326;6;ESCUELA ANCAHUAL;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6327;4;ESCUELA BASICA LUMACO SUR;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;8;0;6;0;0;0;0;0;0;6;0;0;0
2016;6328;2;ESCUELA SANTA ANITA;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6329;0;ESCUELA QUESQUECHAN;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;9;13;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;0;22;0;6;0;0;0;0;0;0;6;0;0;0
2016;6330;4;ESCUELA EL TUNEL;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;5;0;2;0;0;0;0;0;0;2;0;0;0
2016;6331;2;ESCUELA PIDENCO BAJO;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6332;0;ESCUELA BASICA  NILCAHUIN;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;5;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;7;0;5;0;0;0;0;0;0;5;0;0;0
2016;6333;9;ESCUELA HUELQUELELFUN;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;2;0;0;0;0;0;0;2;0;0;0
2016;6334;7;ESCUELA MOLUL PIDENCO;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6335;5;ESCUELA NANCAHUE;2;1;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6336;3;COLEGIO SANTA CRUZ DE LONCOCHE;3;2;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;60;81;141;0;366;366;732;0;0;0;0;0;0;0;89;133;222;0;0;0;0;0;0;0;0;0;0;515;580;0;1095;6;24;0;0;8;0;0;0;38;0;0;0
2016;6337;1;ESCUELA PARTICULAR JUAN XXIII;3;2;0;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;22;23;45;0;87;105;192;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;128;0;237;2;8;0;0;0;0;0;0;10;0;0;0
2016;6340;1;ESCUELA PARTICULAR LOLO RUCA;3;2;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2016;6343;6;ESCUELA PARTICULAR COLLICO;3;2;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;12;12;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;24;0;0;0;0;0;0;0;0;0;0;1;1
2016;6344;4;ESCUELA PARTICULAR LIGLELFUN;3;2;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;7;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;11;0;0;0;0;0;0;0;0;0;0;1;1
2016;6345;2;ESCUELA PARTICULAR PULMAHUE;3;2;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;3;0;0;0;0;0;0;3;0;0;0
2016;6347;9;ESCUELA PARTICULAR SUBVENCIONADA LA FAMILIA;3;2;1;9;91;9109;LONCOCHE;93;CAUTIN SUR;1;0;0;0;0;0;45;57;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45;57;0;102;0;2;0;0;0;0;0;0;2;0;3;3
2016;6348;7;COMPLEJO EDUCACIONAL MARTIN KLEINKNECHT;2;1;0;9;91;9118;TOLTEN;93;CAUTIN SUR;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;74;123;0;0;0;134;108;242;0;0;0;0;183;182;0;365;0;0;0;0;4;0;8;0;12;0;0;0
2016;6349;5;ESCUELA AGUAS Y GAVIOTAS;2;1;0;9;91;9118;TOLTEN;93;CAUTIN SUR;1;0;18;22;40;0;127;138;265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;160;0;305;2;10;0;0;0;0;0;0;12;0;0;0
