AGNO;RBD;DGV_RBD;NOM_RBD;COD_DEPE;COD_DEPE2;RURAL_RBD;COD_REG_RBD;COD_PRO_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPROV_RBD;NOM_DEPROV_RBD;ESTADO_ESTAB;MAT_SI_1;MAT_HOM_1;MAT_MUJ_1;MAT_ENS_1;MAT_SI_2;MAT_HOM_2;MAT_MUJ_2;MAT_ENS_2;MAT_SI_3;MAT_HOM_3;MAT_MUJ_3;MAT_ENS_3;MAT_SI_4;MAT_HOM_4;MAT_MUJ_4;MAT_ENS_4;MAT_SI_5;MAT_HOM_5;MAT_MUJ_5;MAT_ENS_5;MAT_HOM_6;MAT_MUJ_6;MAT_ENS_6;MAT_HOM_7;MAT_MUJ_7;MAT_ENS_7;MAT_SI_8;MAT_HOM_8;MAT_MUJ_8;MAT_ENS_8;MAT_HOM_TOT;MAT_MUJ_TOT;MAT_SI_TOT;MAT_TOTAL;CUR_SIM_01;CUR_SIM_02;CUR_SIM_03;CUR_SIM_04;CUR_SIM_05;CUR_SIM_06;CUR_SIM_07;CUR_SIM_08;CUR_SIM_TOT;CUR_COMB_01;CUR_COMB_02;CUR_COMB_TOT
2017;1;9;LICEO POLITECNICO ARICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;309;180;489;0;142;171;313;451;351;0;802;0;0;0;0;0;0;22;15;37;0;0;0
2017;2;7;PARVULARIO LAS ESPIGUITAS;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;108;92;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108;92;0;200;8;0;0;0;0;0;0;0;8;0;0;0
2017;3;5;ESC. PEDRO VICENTE GUTIERREZ TORRES;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;373;131;504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;373;131;0;504;0;0;38;0;0;0;0;0;38;0;0;0
2017;4;3;LICEO OCTAVIO PALMA PEREZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;506;581;1087;0;0;0;0;0;0;0;0;0;0;506;581;0;1087;0;0;0;0;30;0;0;0;30;0;0;0
2017;5;1;JOVINA NARANJO FERNANDEZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;146;95;241;0;0;0;0;0;0;0;0;0;250;268;518;130;86;216;0;0;0;0;0;0;0;526;449;0;975;0;8;0;0;16;5;0;0;29;0;0;0
2017;7;8;L. POLI. ANTONIO VARAS DE LA BARRA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;637;429;1066;0;0;0;0;637;429;0;1066;0;0;0;0;0;0;36;0;36;0;0;0
2017;8;6;COLEGIO INTEGRADO EDUARDO FREI MONTALVA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;28;28;56;0;144;107;251;0;0;0;0;0;0;0;0;0;192;150;342;0;0;0;0;0;0;0;0;0;0;364;285;0;649;2;8;0;0;12;0;0;0;22;0;0;0
2017;9;4;ESCUELA REPUBLICA DE ISRAEL;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;100;101;201;0;693;635;1328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;793;736;0;1529;7;36;0;0;0;0;0;0;43;0;0;0
2017;10;8;ESCUELA REPUBLICA DE FRANCIA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;1;24;25;0;0;133;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;157;0;158;0;7;0;0;0;0;0;0;7;1;0;1
2017;11;6;ESC. GRAL. PEDRO LAGOS MARCHANT;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;31;20;51;0;197;149;346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;228;169;0;397;2;12;0;0;0;0;0;0;14;0;0;0
2017;12;4;ESCUELA GRAL JOSE MIGUEL CARRERA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;25;20;45;0;148;128;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;173;148;0;321;2;9;0;0;0;0;0;0;11;0;0;0
2017;13;2;ESCUELA MANUEL RODRIGUEZ ERDOYZA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;20;16;36;0;138;92;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158;108;0;266;2;8;0;0;0;0;0;0;10;0;0;0
2017;14;0;ESCUELA ROMULO J. PENA MATURANA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;17;16;33;0;111;73;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128;89;0;217;2;8;0;0;0;0;0;0;10;0;0;0
2017;15;9;LICEO ARTISTICO DR. JUAN NOE CREVANI;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;122;135;257;0;0;0;0;0;0;0;0;0;62;63;125;0;0;0;0;0;0;0;0;0;0;184;198;0;382;0;8;0;0;4;0;0;0;12;0;0;0
2017;16;7;ESCUELA REGIMIENTO RANCAGUA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;33;13;46;0;151;78;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;91;0;275;2;8;0;0;0;0;0;0;10;0;0;0
2017;17;5;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;35;47;82;0;127;126;253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;173;0;335;3;8;0;0;0;0;0;0;11;0;0;0
2017;18;3;ESC. COMTE. JUAN JOSE SAN MARTIN;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;20;19;39;0;166;125;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;144;0;330;2;13;0;0;0;0;0;0;15;0;0;0
2017;19;1;ESC. HUMBERTO VALENZUELA GARCIA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;29;20;49;0;156;131;287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185;151;0;336;2;10;0;0;0;0;0;0;12;0;0;0
2017;20;5;ESCUELA TUCAPEL;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;49;39;88;0;207;157;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;196;0;452;4;16;0;0;0;0;0;0;20;0;0;0
2017;21;3;ESCUELA CARLOS GUIRAO MASSIF;2;1;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;22;1;ESCUELA GABRIELA MISTRAL;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;93;81;174;0;447;379;826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540;460;0;1000;7;24;0;0;0;0;0;0;31;0;0;0
2017;25;6;COLEGIO CENTENARIO DE ARICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;53;36;89;0;240;187;427;0;0;0;0;0;0;0;0;0;60;48;108;0;0;0;0;0;0;0;0;0;0;353;271;0;624;4;16;0;0;4;0;0;0;24;0;0;0
2017;26;4;ESCUELA REPUBLICA DE ARGENTINA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;6;13;19;0;79;62;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;85;75;0;160;2;8;0;0;0;0;0;0;10;0;0;0
2017;27;2;ESCUELA ESMERALDA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;17;14;31;0;129;84;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;98;0;244;0;8;0;0;0;0;0;0;8;1;0;1
2017;28;0;ESCUELA RICARDO SILVA ARRIAGADA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;32;31;63;0;143;140;283;1;65;68;134;0;0;0;0;0;0;0;0;151;159;310;0;0;0;0;0;0;0;391;398;1;790;2;10;4;0;0;8;0;0;24;0;0;0
2017;29;9;ESCUELA AMERICA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;51;41;92;0;243;193;436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;294;234;0;528;4;16;0;0;0;0;0;0;20;0;0;0
2017;30;2;ESCUELA DR. RICARDO OLEA GUERRA;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0;0;0;0;0;0;111;69;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111;69;0;180;0;0;0;21;0;0;0;0;21;0;0;0
2017;31;0;ESCUELA DARIO SALAS DIAZ;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;44;39;83;0;168;174;342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;213;0;425;4;8;0;0;0;0;0;0;12;0;0;0
2017;32;9;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;71;59;130;0;267;232;499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;71;144;0;0;0;0;411;362;0;773;4;13;0;0;0;0;5;0;22;0;0;0
2017;33;7;ESCUELA CARLOS CONDELL DE LA HAZA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;17;16;33;0;87;76;163;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104;92;0;196;2;8;0;0;0;0;0;0;10;0;0;0
2017;35;3;ESCUELA GRAL. MANUEL BAQUEDANO;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;20;21;41;0;33;37;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;58;0;111;0;0;0;0;0;0;0;0;0;1;3;4
2017;36;1;ESCUELA IGNACIO CARRERA PINTO;2;1;0;15;151;15101;ARICA;151;ARICA;1;0;14;35;49;0;127;119;246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141;154;0;295;2;8;0;0;0;0;0;0;10;0;0;0
2017;38;8;ESCUELA ESPAÑA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;58;47;105;0;215;220;435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;267;0;540;4;13;0;0;0;0;0;0;17;0;0;0
2017;39;6;ESCUELA PAMPA ALGODONAL;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;11;6;17;0;37;27;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;33;0;81;1;0;0;0;0;0;0;0;1;0;2;2
2017;41;8;ESCUELA VALLE DE CHACA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;12;16;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;16;0;28;0;0;0;0;0;0;0;0;0;0;1;1
2017;42;6;ESCUELA MOLINOS LLUTA;2;1;1;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;8;9;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;0;17;0;6;0;0;0;0;0;0;6;0;0;0
2017;43;4;JARDIN INFANTIL CEPILLIN;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;18;19;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;19;0;37;2;0;0;0;0;0;0;0;2;0;0;0
2017;44;2;JARDIN INFANTIL PEQUENILANDIA;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;45;0;COLEGIO ITALIANO SANTA ANA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;0;114;114;0;0;553;553;0;0;0;0;0;0;0;0;0;0;254;254;0;0;0;0;0;0;0;0;0;0;0;921;0;921;4;16;0;0;8;0;0;0;28;0;0;0
2017;46;9;JARDIN INFANTIL SAN ANDRES;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;10;11;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;0;21;2;0;0;0;0;0;0;0;2;0;0;0
2017;47;7;J.  I. KURUMI;4;3;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;49;3;JARDIN INFANTIL PADRE LUIS GALLARDO;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;20;28;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;28;0;48;0;0;0;0;0;0;0;0;0;2;0;2
2017;50;7;COLEGIO ADVENTISTA DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;0;0;0;0;192;207;399;0;0;0;0;0;0;0;0;0;89;89;178;0;0;0;0;0;0;0;0;0;0;281;296;0;577;0;9;0;0;4;0;0;0;13;0;0;0
2017;51;5;ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR;3;2;0;15;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;52;3;LICEO DOMINGO SANTA MARIA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;153;174;327;0;872;936;1808;0;0;0;0;0;33;22;55;0;613;625;1238;0;0;0;296;228;524;0;0;0;0;1967;1985;0;3952;9;43;0;4;28;0;12;0;96;0;0;0
2017;55;8;JARDIN INFANTIL MONTESSORI GARDEN;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;73;77;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73;77;0;150;5;0;0;0;0;0;0;0;5;0;0;0
2017;56;6;COLEGIO SAN MARCOS DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;17;13;30;0;294;311;605;0;0;0;0;0;0;0;0;0;143;146;289;0;0;0;0;0;0;0;0;0;0;454;470;0;924;2;16;0;0;8;0;0;0;26;0;0;0
2017;57;4;JARDIN INFANTIL ZORZALITO;3;2;0;15;151;15101;ARICA;151;ARICA;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;58;2;JARDIN INFANTIL PETETE J.M. BORGOÐO;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;22;34;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;34;0;56;4;0;0;0;0;0;0;0;4;0;0;0
2017;59;0;COLEGIO SAN JORGE;4;3;0;15;151;15101;ARICA;151;ARICA;1;0;41;31;72;0;158;170;328;0;0;0;0;0;0;0;0;0;85;67;152;0;0;0;0;0;0;0;0;0;0;284;268;0;552;4;16;0;0;8;0;0;0;28;0;0;0
2017;60;4;COLEGIO ALEMAN DE ARICA;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;56;67;123;0;240;287;527;0;0;0;0;0;0;0;0;0;143;112;255;0;0;0;0;0;0;0;0;0;0;439;466;0;905;4;16;0;0;6;0;0;0;26;0;0;0
2017;65;5;J.  I.  SOLDADITO DE PLOMO;4;3;0;15;151;15101;ARICA;151;ARICA;2;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;66;3;JARDIN INFANTIL PLUTO;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;12;14;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;14;0;26;4;0;0;0;0;0;0;0;4;0;0;0
2017;67;1;ABRAHAM LINCOLN SCHOOL;3;2;0;15;151;15101;ARICA;151;ARICA;1;0;24;16;40;0;221;220;441;0;0;0;0;0;0;0;0;0;56;53;109;0;0;0;0;0;0;0;0;0;0;301;289;0;590;2;16;0;0;4;0;0;0;22;0;0;0
2017;69;8;JUNIOR COLLEGE;4;3;0;15;151;15101;ARICA;151;ARICA;1;0;29;46;75;0;225;236;461;0;0;0;0;0;0;0;0;0;88;110;198;0;0;0;0;0;0;0;0;0;0;342;392;0;734;4;21;0;0;8;0;0;0;33;0;0;0
2017;70;1;ESCUELA VALLE DE ESQUINA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;8;0;0;0;0;0;0;0;0;0;0;1;1
2017;72;8;LICEO  VALLE DE CODPA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;19;10;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;10;0;0;0;0;22;17;0;39;0;0;0;0;0;0;3;0;3;0;3;3
2017;73;6;ESCUELA VALLE DE COBIJA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2017;74;4;ESCUELA VALLE DE CAMARONES;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;4;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;6;0;0;0;0;0;0;0;0;0;0;1;1
2017;75;2;ESCUELA VALLE DE GUANACAGUA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;5;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;8;0;1;0;0;0;0;0;0;1;0;1;1
2017;76;0;ESCUELA VALLE DE CUYA;2;1;1;15;151;15102;CAMARONES;151;ARICA;1;0;0;0;0;0;4;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;10;0;0;0;0;0;0;0;0;0;0;1;1
2017;78;7;LICEO GRANADEROS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;12;5;17;0;80;66;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;20;50;0;0;0;0;122;91;0;213;2;8;0;0;0;0;4;0;14;0;0;0
2017;79;5;ESCUELA EL MARQUEZ;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;13;9;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;0;22;0;2;0;0;0;0;0;0;2;0;2;2
2017;81;7;ESCUELA PAYACHATAS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1
2017;82;5;ESCUELA SAN FRANCISCO DE ASIS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1
2017;83;3;ESCUELA COTA COTANI;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;6;0;4;0;0;0;0;0;0;4;0;0;0
2017;84;1;ESCUELA LOS ALAMOS;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;4;0;0;0;0;0;0;0;0;0;0;1;1
2017;86;8;ESCUELA SAN SANTIAGO DE BELEN;2;1;1;15;152;15201;PUTRE;151;ARICA;1;0;0;0;0;0;3;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;4;0;4;0;0;0;0;0;0;4;0;0;0
2017;87;6;ESCUELA ANCOLACANE;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2017;88;4;ESCUELA ALCERRECA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2017;89;2;ESCUELA HUMAPALCA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2017;90;6;ESCUELA INTERNADO VISVIRI;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;14;12;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;0;26;0;2;0;0;0;0;0;0;2;0;2;2
2017;91;4;ESCUELA COSAPILLA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;5;0;2;0;0;0;0;0;0;2;0;1;1
2017;92;2;ESCUELA CHISLLUMA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2017;93;0;ESCUELA CHUJLLUTA;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;3;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;5;0;1;0;0;0;0;0;0;1;0;2;2
2017;94;9;ESCUELA GUACOYO;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1
2017;95;7;ESCUELA COLPITAS;2;1;1;15;152;15202;GENERAL LAGOS;151;ARICA;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0
2017;97;3;INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;146;212;358;0;0;0;0;146;212;0;358;0;0;0;0;0;0;12;0;12;0;0;0
2017;98;1;CENTRO DE DIAGNOSTICO;3;2;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;100;7;ESCUELA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;101;5;HOGAR ESTUDIANTIL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;3;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2017;102;3;ESC.EDUC.ESPECIAL FLOR DEL INCA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;70;41;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;41;0;111;0;0;0;13;0;0;0;0;13;0;0;0
2017;103;1;ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;134;227;361;0;0;0;0;0;0;0;0;0;64;65;129;0;0;0;0;0;0;0;0;0;0;198;292;0;490;0;12;0;0;4;0;0;0;16;0;0;0
2017;105;8;CENTRO DE CAPACITACION LABORAL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;50;28;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;28;0;78;0;0;0;7;0;0;0;0;7;0;0;0
2017;106;6;INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL;5;4;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;20;15;35;0;0;0;0;0;0;0;0;0;116;38;154;0;0;0;106;39;145;0;0;0;0;242;92;0;334;0;2;0;0;6;0;6;0;14;0;0;0
2017;107;4;LICEO LIBERT. GRAL.BERNARDO O´HIGGINS;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;14;13;27;0;0;0;0;0;0;0;0;0;232;253;485;0;0;0;0;0;0;0;0;0;0;246;266;0;512;0;1;0;0;18;0;0;0;19;0;0;0
2017;108;2;LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;267;231;498;0;0;0;0;267;231;0;498;0;0;0;0;0;0;20;0;20;0;0;0
2017;109;0;LICEO ELENA DUVAUCHELLE CABEZON;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;21;43;0;0;0;38;93;131;0;0;0;0;60;114;0;174;0;0;0;0;2;0;8;0;10;0;0;0
2017;110;4;LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;63;56;119;0;284;267;551;0;0;0;0;0;0;0;0;0;115;133;248;0;0;0;0;0;0;0;0;0;0;462;456;0;918;4;16;0;0;8;0;0;0;28;0;0;0
2017;111;2;ESCUELA GABRIELA MISTRAL;1;1;0;1;11;1101;IQUIQUE;11;IQUIQUE;1;0;52;51;103;0;258;206;464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;310;257;0;567;4;14;0;0;0;0;0;0;18;0;0;0
